LGA_2021,Region,Year,Population Density
20910, Bayside (Vic.),2015,2721.44602
20910, Bayside (Vic.),2016,2765.626386
20910, Bayside (Vic.),2017,2784.67984
20910, Bayside (Vic.),2018,2809.51114
20910, Bayside (Vic.),2019,2822.518012
20910, Bayside (Vic.),2020,2818.540704
20910, Bayside (Vic.),2021,2750.174007
24900, Moira,2001,6.526080433
24900, Moira,2002,6.534236798
24900, Moira,2003,6.570322533
24900, Moira,2004,6.595285952
24900, Moira,2005,6.665727284
24900, Moira,2006,6.791285868
24900, Moira,2007,6.847144609
24900, Moira,2008,6.912642689
24900, Moira,2009,6.955154651
24900, Moira,2010,7.002362701
24900, Moira,2011,7.020899894
24900, Moira,2012,7.087386624
24900, Moira,2013,7.144234015
24900, Moira,2014,7.192430716
24900, Moira,2015,7.238897278
24900, Moira,2016,7.287835467
24900, Moira,2017,7.340481094
24900, Moira,2018,7.385464681
24900, Moira,2019,7.429459618
24900, Moira,2020,7.475184693
24900, Moira,2021,7.501631088
34420, Kowanyama,2001,0.390947166
34420, Kowanyama,2002,0.396034567
34420, Kowanyama,2003,0.397599921
34420, Kowanyama,2004,0.40307866
34420, Kowanyama,2005,0.410122753
34420, Kowanyama,2006,0.415992831
34420, Kowanyama,2007,0.420688893
34420, Kowanyama,2008,0.422254247
34420, Kowanyama,2009,0.425776293
34420, Kowanyama,2010,0.431646371
34420, Kowanyama,2011,0.435168417
34420, Kowanyama,2012,0.421862908
34420, Kowanyama,2013,0.407774722
34420, Kowanyama,2014,0.396817244
34420, Kowanyama,2015,0.389773151
34420, Kowanyama,2016,0.38468575
34420, Kowanyama,2017,0.387816458
34420, Kowanyama,2018,0.397208582
34420, Kowanyama,2019,0.409731415
34420, Kowanyama,2020,0.421862908
34420, Kowanyama,2021,0.433603063
11700, Central Darling,2001,0.045464578
11700, Central Darling,2002,0.043482981
11700, Central Darling,2003,0.041463995
11700, Central Darling,2004,0.040435807
11700, Central Darling,2005,0.039183288
11700, Central Darling,2006,0.037388634
11700, Central Darling,2007,0.037444716
11700, Central Darling,2008,0.037444716
11700, Central Darling,2009,0.037930769
11700, Central Darling,2010,0.038229878
11700, Central Darling,2011,0.038491598
11700, Central Darling,2012,0.037669048
11700, Central Darling,2013,0.036996053
11700, Central Darling,2014,0.036154809
11700, Central Darling,2015,0.035949171
11700, Central Darling,2016,0.03516401
11700, Central Darling,2017,0.03447232
11700, Central Darling,2018,0.033799325
11700, Central Darling,2019,0.033593687
11700, Central Darling,2020,0.033126329
11700, Central Darling,2021,0.032901997
40070, Adelaide,2001,848.3108911
40070, Adelaide,2002,889.7921442
40070, Adelaide,2003,933.1997714
40070, Adelaide,2004,1002.549235
40070, Adelaide,2005,1064.193202
40070, Adelaide,2006,1122.369697
40070, Adelaide,2007,1191.077036
40070, Adelaide,2008,1233.970963
40070, Adelaide,2009,1278.727052
40070, Adelaide,2010,1317.960869
40070, Adelaide,2011,1343.324793
40070, Adelaide,2012,1382.943885
40070, Adelaide,2013,1421.856639
40070, Adelaide,2014,1452.742835
40070, Adelaide,2015,1482.344782
40070, Adelaide,2016,1512.332004
40070, Adelaide,2017,1554.262745
40070, Adelaide,2018,1587.524802
40070, Adelaide,2019,1632.666166
40070, Adelaide,2020,1671.257858
40070, Adelaide,2021,1640.692724
21370, Campaspe,2001,7.968669681
21370, Campaspe,2002,8.02089278
21370, Campaspe,2003,8.067362488
21370, Campaspe,2004,8.087720645
21370, Campaspe,2005,8.138616039
21370, Campaspe,2006,8.18066006
21370, Campaspe,2007,8.191945561
21370, Campaspe,2008,8.191281708
21370, Campaspe,2009,8.192166845
21370, Campaspe,2010,8.181545197
21370, Campaspe,2011,8.155433648
21370, Campaspe,2012,8.196592531
21370, Campaspe,2013,8.234653434
21370, Campaspe,2014,8.262313975
21370, Campaspe,2015,8.282450848
21370, Campaspe,2016,8.319184045
21370, Campaspe,2017,8.360121644
21370, Campaspe,2018,8.389552459
21370, Campaspe,2019,8.427392078
21370, Campaspe,2020,8.478951325
21370, Campaspe,2021,8.52940415
36510, Scenic Rim,2001,7.077537142
36510, Scenic Rim,2002,7.238979464
36510, Scenic Rim,2003,7.525333364
36510, Scenic Rim,2004,7.718357104
36510, Scenic Rim,2005,7.909495387
36510, Scenic Rim,2006,8.067638158
36510, Scenic Rim,2007,8.24487119
36510, Scenic Rim,2008,8.385102112
36510, Scenic Rim,2009,8.608293177
36510, Scenic Rim,2010,8.759601163
36510, Scenic Rim,2011,8.823235364
36510, Scenic Rim,2012,8.947911259
36510, Scenic Rim,2013,9.128443842
36510, Scenic Rim,2014,9.399478398
36510, Scenic Rim,2015,9.499643342
36510, Scenic Rim,2016,9.659200207
36510, Scenic Rim,2017,9.817814342
36510, Scenic Rim,2018,9.992690552
36510, Scenic Rim,2019,10.11053166
36510, Scenic Rim,2020,10.21069661
36510, Scenic Rim,2021,10.27456649
45040, Murray Bridge,2001,9.293249546
45040, Murray Bridge,2002,9.411168943
45040, Murray Bridge,2003,9.513802493
45040, Murray Bridge,2004,9.634997429
45040, Murray Bridge,2005,9.788947753
45040, Murray Bridge,2006,9.913418228
45040, Murray Bridge,2007,10.15089479
45040, Murray Bridge,2008,10.45115252
45040, Murray Bridge,2009,10.67607285
45040, Murray Bridge,2010,10.81910471
45040, Murray Bridge,2011,10.99325419
45040, Murray Bridge,2012,11.16303629
45040, Murray Bridge,2013,11.31480292
45040, Murray Bridge,2014,11.46656955
45040, Murray Bridge,2015,11.6139688
45040, Murray Bridge,2016,11.77119466
45040, Murray Bridge,2017,11.86400159
45040, Murray Bridge,2018,11.9655433
45040, Murray Bridge,2019,12.07745754
45040, Murray Bridge,2020,12.17845332
45040, Murray Bridge,2021,12.20029025
52240, Cranbrook,2001,0.327223693
52240, Cranbrook,2002,0.330886644
52240, Cranbrook,2003,0.336381072
52240, Cranbrook,2004,0.34034927
52240, Cranbrook,2005,0.34340173
52240, Cranbrook,2006,0.345538451
52240, Cranbrook,2007,0.339128286
52240, Cranbrook,2008,0.333939104
52240, Cranbrook,2009,0.339738778
52240, Cranbrook,2010,0.332412874
52240, Cranbrook,2011,0.33882304
52240, Cranbrook,2012,0.341570254
52240, Cranbrook,2013,0.344622714
52240, Cranbrook,2014,0.345233205
52240, Cranbrook,2015,0.341570254
52240, Cranbrook,2016,0.337907302
52240, Cranbrook,2017,0.339433532
52240, Cranbrook,2018,0.339738778
52240, Cranbrook,2019,0.341265008
52240, Cranbrook,2020,0.34340173
52240, Cranbrook,2021,0.347064681
57210, Plantagenet,2001,0.965205441
57210, Plantagenet,2002,0.955157626
57210, Plantagenet,2003,0.947775557
57210, Plantagenet,2004,0.94428958
57210, Plantagenet,2005,0.952081764
57210, Plantagenet,2006,0.962539694
57210, Plantagenet,2007,0.976483601
57210, Plantagenet,2008,0.997194404
57210, Plantagenet,2009,1.019955781
57210, Plantagenet,2010,1.020776011
57210, Plantagenet,2011,1.031849114
57210, Plantagenet,2012,1.049484055
57210, Plantagenet,2013,1.060557158
57210, Plantagenet,2014,1.056250951
57210, Plantagenet,2015,1.051944744
57210, Plantagenet,2016,1.046408193
57210, Plantagenet,2017,1.064658307
57210, Plantagenet,2018,1.089470259
57210, Plantagenet,2019,1.100338304
57210, Plantagenet,2020,1.111411406
57210, Plantagenet,2021,1.134787956
17640, Upper Lachlan Shire,2001,1.011589689
17640, Upper Lachlan Shire,2002,1.010607563
17640, Upper Lachlan Shire,2003,1.009485134
17640, Upper Lachlan Shire,2004,1.009064222
17640, Upper Lachlan Shire,2005,1.008082097
17640, Upper Lachlan Shire,2006,1.011449385
17640, Upper Lachlan Shire,2007,1.014255459
17640, Upper Lachlan Shire,2008,1.020849733
17640, Upper Lachlan Shire,2009,1.028847044
17640, Upper Lachlan Shire,2010,1.035301015
17640, Upper Lachlan Shire,2011,1.041334074
17640, Upper Lachlan Shire,2012,1.062239325
17640, Upper Lachlan Shire,2013,1.065466311
17640, Upper Lachlan Shire,2014,1.083425184
17640, Upper Lachlan Shire,2015,1.094930088
17640, Upper Lachlan Shire,2016,1.101804969
17640, Upper Lachlan Shire,2017,1.122149006
17640, Upper Lachlan Shire,2018,1.135056947
17640, Upper Lachlan Shire,2019,1.151893391
17640, Upper Lachlan Shire,2020,1.172938946
17640, Upper Lachlan Shire,2021,1.191318731
18500, Woollahra,2001,4297.216602
18500, Woollahra,2002,4306.597925
18500, Woollahra,2003,4323.402728
18500, Woollahra,2004,4300.969131
18500, Woollahra,2005,4295.421915
18500, Woollahra,2006,4323.157998
18500, Woollahra,2007,4369.575148
18500, Woollahra,2008,4411.342426
18500, Woollahra,2009,4475.461724
18500, Woollahra,2010,4527.262938
18500, Woollahra,2011,4594.400574
18500, Woollahra,2012,4617.323631
18500, Woollahra,2013,4642.449259
18500, Woollahra,2014,4670.511649
18500, Woollahra,2015,4691.721595
18500, Woollahra,2016,4710.565816
18500, Woollahra,2017,4708.363245
18500, Woollahra,2018,4674.998368
18500, Woollahra,2019,4633.965281
18500, Woollahra,2020,4555.570058
18500, Woollahra,2021,4396.250734
54900, Lake Grace,2001,0.135870482
54900, Lake Grace,2002,0.134356136
54900, Lake Grace,2003,0.133094181
54900, Lake Grace,2004,0.131495705
54900, Lake Grace,2005,0.13023375
54900, Lake Grace,2006,0.128719404
54900, Lake Grace,2007,0.123419193
54900, Lake Grace,2008,0.12013811
54900, Lake Grace,2009,0.119044416
54900, Lake Grace,2010,0.118371373
54900, Lake Grace,2011,0.118203113
54900, Lake Grace,2012,0.117698331
54900, Lake Grace,2013,0.115595073
54900, Lake Grace,2014,0.111809208
54900, Lake Grace,2015,0.10987421
54900, Lake Grace,2016,0.109369428
54900, Lake Grace,2017,0.109117037
54900, Lake Grace,2018,0.108696386
54900, Lake Grace,2019,0.108612255
54900, Lake Grace,2020,0.110042471
54900, Lake Grace,2021,0.109369428
17620, Upper Hunter Shire,2001,1.658825658
17620, Upper Hunter Shire,2002,1.656972912
17620, Upper Hunter Shire,2003,1.647091598
17620, Upper Hunter Shire,2004,1.634739954
17620, Upper Hunter Shire,2005,1.64042171
17620, Upper Hunter Shire,2006,1.646844565
17620, Upper Hunter Shire,2007,1.651908738
17620, Upper Hunter Shire,2008,1.679699935
17620, Upper Hunter Shire,2009,1.704650254
17620, Upper Hunter Shire,2010,1.727130244
17620, Upper Hunter Shire,2011,1.754674408
17620, Upper Hunter Shire,2012,1.777154399
17620, Upper Hunter Shire,2013,1.792717469
17620, Upper Hunter Shire,2014,1.79197637
17620, Upper Hunter Shire,2015,1.780118793
17620, Upper Hunter Shire,2016,1.771719676
17620, Upper Hunter Shire,2017,1.767520117
17620, Upper Hunter Shire,2018,1.764061657
17620, Upper Hunter Shire,2019,1.76257946
17620, Upper Hunter Shire,2020,1.762455943
17620, Upper Hunter Shire,2021,1.760603197
52590, Dandaragan,2001,0.439837337
52590, Dandaragan,2002,0.438943359
52590, Dandaragan,2003,0.439390348
52590, Dandaragan,2004,0.442072283
52590, Dandaragan,2005,0.441625294
52590, Dandaragan,2006,0.449671099
52590, Dandaragan,2007,0.454736976
52590, Dandaragan,2008,0.462484788
52590, Dandaragan,2009,0.47723543
52590, Dandaragan,2010,0.486920196
52590, Dandaragan,2011,0.490496109
52590, Dandaragan,2012,0.497796932
52590, Dandaragan,2013,0.492880051
52590, Dandaragan,2014,0.496157972
52590, Dandaragan,2015,0.491390087
52590, Dandaragan,2016,0.486026217
52590, Dandaragan,2017,0.492135069
52590, Dandaragan,2018,0.491539084
52590, Dandaragan,2019,0.496604961
52590, Dandaragan,2020,0.506885712
52590, Dandaragan,2021,0.517464455
62210, George Town,2001,10.03472747
62210, George Town,2002,10.10512513
62210, George Town,2003,10.27346737
62210, George Town,2004,10.34539541
62210, George Town,2005,10.33774349
62210, George Town,2006,10.33774349
62210, George Town,2007,10.34845618
62210, George Town,2008,10.37447271
62210, George Town,2009,10.4509919
62210, George Town,2010,10.51679841
62210, George Town,2011,10.49384265
62210, George Town,2012,10.45405267
62210, George Town,2013,10.46476536
62210, George Town,2014,10.4892515
62210, George Town,2015,10.49384265
62210, George Town,2016,10.5183288
62210, George Town,2017,10.61168222
62210, George Town,2018,10.70350525
62210, George Town,2019,10.83052712
62210, George Town,2020,11.11364815
62210, George Town,2021,11.03865933
25900, Port Phillip,2001,3883.45841
25900, Port Phillip,2002,3988.532121
25900, Port Phillip,2003,4083.127568
25900, Port Phillip,2004,4172.726435
25900, Port Phillip,2005,4260.724456
25900, Port Phillip,2006,4348.528434
25900, Port Phillip,2007,4438.224322
25900, Port Phillip,2008,4519.91598
25900, Port Phillip,2009,4621.690979
25900, Port Phillip,2010,4675.198044
25900, Port Phillip,2011,4718.905992
25900, Port Phillip,2012,4845.857932
25900, Port Phillip,2013,4955.637161
25900, Port Phillip,2014,5066.968725
25900, Port Phillip,2015,5160.593962
25900, Port Phillip,2016,5269.548513
25900, Port Phillip,2017,5311.316041
25900, Port Phillip,2018,5368.946498
25900, Port Phillip,2019,5419.10634
25900, Port Phillip,2020,5359.438443
25900, Port Phillip,2021,5021.223337
56460, Narrogin,2001,3.396672499
56460, Narrogin,2002,3.398511521
56460, Narrogin,2003,3.402189563
56460, Narrogin,2004,3.312077515
56460, Narrogin,2005,3.28755723
56460, Narrogin,2006,3.267941002
56460, Narrogin,2007,3.240968689
56460, Narrogin,2008,3.237290646
56460, Narrogin,2009,3.237903653
56460, Narrogin,2010,3.215835396
56460, Narrogin,2011,3.224417496
56460, Narrogin,2012,3.252615824
56460, Narrogin,2013,3.263649952
56460, Narrogin,2014,3.272845059
56460, Narrogin,2015,3.269167016
56460, Narrogin,2016,3.209092318
56460, Narrogin,2017,3.192541125
56460, Narrogin,2018,3.104268099
56460, Narrogin,2019,3.081586835
56460, Narrogin,2020,3.063196621
56460, Narrogin,2021,3.026416194
12870, Federation,2001,2.132130039
12870, Federation,2002,2.135648115
12870, Federation,2003,2.143211979
12870, Federation,2004,2.15253488
12870, Federation,2005,2.168893934
12870, Federation,2006,2.19826987
12870, Federation,2007,2.195103601
12870, Federation,2008,2.19316866
12870, Federation,2009,2.201436138
12870, Federation,2010,2.202315658
12870, Federation,2011,2.200380716
12870, Federation,2012,2.200556619
12870, Federation,2013,2.200204812
12870, Federation,2014,2.198621678
12870, Federation,2015,2.193520467
12870, Federation,2016,2.189122872
12870, Federation,2017,2.199325293
12870, Federation,2018,2.20706506
12870, Federation,2019,2.218147
12870, Federation,2020,2.234681958
12870, Federation,2021,2.255262703
62810, Hobart,2001,606.3430321
62810, Hobart,2002,608.615278
62810, Hobart,2003,616.6644201
62810, Hobart,2004,623.0703562
62810, Hobart,2005,627.6276855
62810, Hobart,2006,628.8986026
62810, Hobart,2007,631.6458377
62810, Hobart,2008,635.3430514
62810, Hobart,2009,640.8118465
62810, Hobart,2010,645.6130892
62810, Hobart,2011,648.0650607
62810, Hobart,2012,649.4900284
62810, Hobart,2013,652.6480651
62810, Hobart,2014,657.6932211
62810, Hobart,2015,662.3019006
62810, Hobart,2016,667.7835333
62810, Hobart,2017,685.5763738
62810, Hobart,2018,700.9172428
62810, Hobart,2019,718.6073829
62810, Hobart,2020,729.9429371
62810, Hobart,2021,719.9810004
29399, Unincorporated Vic,2001,1.592568672
29399, Unincorporated Vic,2002,1.822096308
29399, Unincorporated Vic,2003,2.04103036
29399, Unincorporated Vic,2004,2.252902024
29399, Unincorporated Vic,2005,2.461242493
29399, Unincorporated Vic,2006,2.673114157
29399, Unincorporated Vic,2007,2.616615046
29399, Unincorporated Vic,2008,2.630739824
29399, Unincorporated Vic,2009,2.644864602
29399, Unincorporated Vic,2010,2.680176546
29399, Unincorporated Vic,2011,2.71548849
29399, Unincorporated Vic,2012,2.814361933
29399, Unincorporated Vic,2013,2.853205071
29399, Unincorporated Vic,2014,2.94854732
29399, Unincorporated Vic,2015,3.043889568
29399, Unincorporated Vic,2016,3.1498254
29399, Unincorporated Vic,2017,3.18160615
29399, Unincorporated Vic,2018,3.216918094
29399, Unincorporated Vic,2019,3.241636454
29399, Unincorporated Vic,2020,3.291073176
29399, Unincorporated Vic,2021,3.340509897
26260, Southern Grampians,2001,2.535760871
26260, Southern Grampians,2002,2.534107735
26260, Southern Grampians,2003,2.536812867
26260, Southern Grampians,2004,2.532905454
26260, Southern Grampians,2005,2.536662582
26260, Southern Grampians,2006,2.533506594
26260, Southern Grampians,2007,2.535911156
26260, Southern Grampians,2008,2.53515973
26260, Southern Grampians,2009,2.52809633
26260, Southern Grampians,2010,2.51051297
26260, Southern Grampians,2011,2.490374764
26260, Southern Grampians,2012,2.4738434
26260, Southern Grampians,2013,2.457913177
26260, Southern Grampians,2014,2.442884665
26260, Southern Grampians,2015,2.428908149
26260, Southern Grampians,2016,2.423047029
26260, Southern Grampians,2017,2.434468698
26260, Southern Grampians,2018,2.446040653
26260, Southern Grampians,2019,2.458664603
26260, Southern Grampians,2020,2.476548533
26260, Southern Grampians,2021,2.477901099
48750, Yankalilla,2001,5.100779666
48750, Yankalilla,2002,5.209929961
48750, Yankalilla,2003,5.269829514
48750, Yankalilla,2004,5.388297518
48750, Yankalilla,2005,5.525400938
48750, Yankalilla,2006,5.650524447
48750, Yankalilla,2007,5.764999147
48750, Yankalilla,2008,5.851520723
48750, Yankalilla,2009,5.912751377
48750, Yankalilla,2010,5.920737984
48750, Yankalilla,2011,5.924731287
48750, Yankalilla,2012,6.104429945
48750, Yankalilla,2013,6.334710446
48750, Yankalilla,2014,6.55567324
48750, Yankalilla,2015,6.781960438
48750, Yankalilla,2016,7.022889749
48750, Yankalilla,2017,7.187946293
48750, Yankalilla,2018,7.353002838
48750, Yankalilla,2019,7.484781853
48750, Yankalilla,2020,7.645845094
48750, Yankalilla,2021,7.890767709
11730, Clarence Valley,2001,4.626376315
11730, Clarence Valley,2002,4.642485736
11730, Clarence Valley,2003,4.65149934
11730, Clarence Valley,2004,4.663197848
11730, Clarence Valley,2005,4.684485297
11730, Clarence Valley,2006,4.712868562
11730, Clarence Valley,2007,4.74882709
11730, Clarence Valley,2008,4.777018577
11730, Clarence Valley,2009,4.835990563
11730, Clarence Valley,2010,4.889688632
11730, Clarence Valley,2011,4.917880118
11730, Clarence Valley,2012,4.923921151
11730, Clarence Valley,2013,4.932838866
11730, Clarence Valley,2014,4.938112784
11730, Clarence Valley,2015,4.942811365
11730, Clarence Valley,2016,4.95000307
11730, Clarence Valley,2017,4.978769893
11730, Clarence Valley,2018,5.009166836
